tone_label,tone_name,tts_model,tsne_x,tsne_y
5,không dấu,edge-tts_woman,6.3573585,-86.76336
5,không dấu,VieNEU-TTS,-19.821848,30.005014
5,không dấu,edge-tts_woman,-56.576717,-74.21952
4,nặng,edge-tts_man,-45.74696,-37.69988
5,không dấu,audio_mms_output,-38.11808,6.6979713
5,không dấu,audio_mms_output,-9.105353,3.4091222
5,không dấu,audio_espeak,62.367775,-42.42962
4,nặng,VieNEU-TTS,-18.981833,65.06859
5,không dấu,VieNEU-TTS,24.626432,83.81595
5,không dấu,edge-tts_woman,1.0213913,-48.473843
0,sắc,edge-tts_woman,34.999928,10.745176
5,không dấu,audio_mms_output,22.864573,92.042206
5,không dấu,audio_mms_output,-27.6151,83.82029
5,không dấu,edge-tts_man,-82.1388,-29.432613
5,không dấu,edge-tts_man,-29.186249,-13.589832
5,không dấu,edge-tts_man,-46.908634,-14.990919
5,không dấu,edge-tts_man,-96.69663,-4.3497276
5,không dấu,edge-tts_man,-71.22032,-17.242754
5,không dấu,edge-tts_woman,-9.515357,-58.494396
5,không dấu,VieNEU-TTS,13.039118,70.11708
5,không dấu,VieNEU-TTS,0.7849962,79.51773
5,không dấu,edge-tts_woman,-14.875936,-73.34043
5,không dấu,audio_espeak,61.25995,-26.85297
5,không dấu,edge-tts_woman,-1.5684956,-101.89113
5,không dấu,VieNEU-TTS,-57.92246,66.2593
5,không dấu,audio_espeak,40.100235,-71.60867
5,không dấu,audio_espeak,90.74209,-22.406805
5,không dấu,edge-tts_woman,-30.040352,-85.909515
1,huyền,edge-tts_man,68.297264,31.106686
5,không dấu,audio_espeak,73.31037,2.6513898
5,không dấu,edge-tts_woman,23.96113,-73.59232
5,không dấu,edge-tts_man,10.854949,-18.269539
5,không dấu,audio_mms_output,24.197926,74.65873
5,không dấu,audio_mms_output,-53.651237,46.967697
5,không dấu,audio_espeak,51.13182,-7.018734
5,không dấu,edge-tts_woman,78.38597,46.876476
5,không dấu,edge-tts_woman,10.033679,-38.927654
4,nặng,edge-tts_man,-43.402386,-36.50614
5,không dấu,audio_mms_output,-4.9781523,105.10509
5,không dấu,edge-tts_woman,-64.25026,-65.87616
5,không dấu,edge-tts_woman,-33.745502,-56.53806
5,không dấu,audio_mms_output,7.472184,24.23286
5,không dấu,audio_mms_output,-58.240612,33.068085
5,không dấu,edge-tts_woman,75.84119,30.194075
1,huyền,VieNEU-TTS,-5.045501,11.289443
5,không dấu,audio_mms_output,25.402554,72.483086
5,không dấu,VieNEU-TTS,21.390606,89.55519
5,không dấu,VieNEU-TTS,-33.99023,10.374655
5,không dấu,edge-tts_man,15.942062,-25.000134
5,không dấu,audio_espeak,56.43043,-63.895203
5,không dấu,edge-tts_man,-65.862404,-42.67205
5,không dấu,edge-tts_man,-88.42177,-3.6630292
5,không dấu,VieNEU-TTS,-48.570004,48.349224
4,nặng,audio_espeak,50.47542,-23.211876
5,không dấu,audio_mms_output,12.66801,32.609905
4,nặng,edge-tts_woman,-64.81558,-60.30388
5,không dấu,edge-tts_woman,-17.617212,-86.11793
1,huyền,VieNEU-TTS,9.474786,59.78008
5,không dấu,edge-tts_man,-30.856329,-22.445938
5,không dấu,edge-tts_man,-5.821446,-21.983011
5,không dấu,edge-tts_woman,-54.839516,-72.83248
5,không dấu,VieNEU-TTS,-22.363111,53.448513
5,không dấu,audio_espeak,82.001366,-20.413902
5,không dấu,edge-tts_man,-76.82979,-17.235693
5,không dấu,audio_espeak,40.099754,-71.60849
5,không dấu,audio_mms_output,-34.784466,74.465935
5,không dấu,VieNEU-TTS,59.138912,50.09535
5,không dấu,edge-tts_man,-2.1908457,-10.533675
0,sắc,edge-tts_woman,49.272682,15.361363
4,nặng,audio_mms_output,-24.937632,86.466385
5,không dấu,audio_espeak,71.64742,-41.079346
5,không dấu,edge-tts_man,-14.912894,-39.720592
4,nặng,audio_mms_output,-17.056812,90.40222
5,không dấu,audio_mms_output,-66.37521,60.58486
5,không dấu,VieNEU-TTS,1.556725,44.46501
5,không dấu,edge-tts_man,4.831639,-19.996035
5,không dấu,VieNEU-TTS,-8.756447,81.61953
4,nặng,edge-tts_woman,81.14942,34.322247
5,không dấu,audio_mms_output,7.114337,-0.056651197
0,sắc,VieNEU-TTS,-20.393257,61.290844
5,không dấu,audio_espeak,59.540382,-8.288527
5,không dấu,edge-tts_man,-26.947502,-47.836273
5,không dấu,VieNEU-TTS,-19.32353,41.126587
5,không dấu,edge-tts_man,75.600555,45.80752
5,không dấu,VieNEU-TTS,1.4700435,2.524942
5,không dấu,edge-tts_woman,17.656984,-81.399155
5,không dấu,VieNEU-TTS,-61.554787,73.269295
5,không dấu,edge-tts_man,-34.711864,-36.82823
5,không dấu,edge-tts_man,-56.83594,-49.820885
0,sắc,edge-tts_woman,-50.2692,-64.20898
5,không dấu,edge-tts_man,-7.4629545,-9.656259
1,huyền,edge-tts_woman,6.2978187,-48.544582
5,không dấu,audio_espeak,74.37131,-16.441975
4,nặng,edge-tts_man,-30.225061,-20.917196
5,không dấu,audio_mms_output,-25.814323,57.074074
5,không dấu,audio_espeak,77.094345,-36.001495
5,không dấu,audio_espeak,43.636955,-73.32485
5,không dấu,edge-tts_man,-3.1417577,-13.395171
5,không dấu,edge-tts_man,-70.89075,2.4613295
4,nặng,VieNEU-TTS,-25.590063,51.91426
5,không dấu,edge-tts_woman,19.03597,-71.055565
5,không dấu,audio_espeak,81.39183,54.742756
3,ngã,edge-tts_woman,-44.798916,-78.095825
5,không dấu,audio_espeak,39.389072,-46.363464
5,không dấu,edge-tts_woman,-36.560646,-76.46771
5,không dấu,VieNEU-TTS,-20.489637,86.116905
0,sắc,edge-tts_woman,12.684513,-63.083557
5,không dấu,audio_espeak,27.435307,-56.580902
5,không dấu,edge-tts_woman,33.749516,2.1656187
2,hỏi,audio_espeak,-3.384576,-38.12232
5,không dấu,edge-tts_woman,-17.777834,-77.58676
4,nặng,audio_mms_output,-20.973986,46.75838
5,không dấu,audio_espeak,89.90173,62.454712
5,không dấu,audio_espeak,98.34479,-29.65234
1,huyền,audio_espeak,61.16797,2.867209
5,không dấu,edge-tts_woman,-21.887747,-94.40197
5,không dấu,VieNEU-TTS,2.5859354,22.605936
5,không dấu,edge-tts_man,-70.95703,4.4381814
5,không dấu,VieNEU-TTS,-25.872154,11.288892
5,không dấu,edge-tts_man,-77.511154,-14.491641
2,hỏi,audio_mms_output,10.071545,40.82827
3,ngã,VieNEU-TTS,12.951352,48.31339
0,sắc,edge-tts_woman,37.642467,11.330045
5,không dấu,audio_mms_output,-75.81786,56.409798
5,không dấu,audio_mms_output,19.912418,70.67847
5,không dấu,audio_mms_output,-60.424667,23.028002
5,không dấu,VieNEU-TTS,8.483658,33.73842
3,ngã,audio_mms_output,-21.060158,51.609127
5,không dấu,VieNEU-TTS,25.511242,57.250046
5,không dấu,audio_espeak,28.06934,-26.624514
5,không dấu,audio_mms_output,-58.058533,23.806395
5,không dấu,edge-tts_woman,-6.7919407,-107.044945
5,không dấu,edge-tts_man,-23.632854,-38.11454
2,hỏi,edge-tts_man,-60.903793,-20.288649
5,không dấu,audio_espeak,73.91915,-74.04722
5,không dấu,edge-tts_woman,-20.523832,-77.85798
5,không dấu,audio_mms_output,-17.619467,11.765925
5,không dấu,audio_espeak,83.68782,-32.34182
5,không dấu,audio_espeak,57.78747,-16.358084
5,không dấu,edge-tts_woman,2.203707,-85.16599
5,không dấu,edge-tts_woman,-7.5178094,-108.35859
0,sắc,VieNEU-TTS,-13.899736,29.885136
5,không dấu,audio_mms_output,8.574327,27.880526
5,không dấu,VieNEU-TTS,-21.316967,41.827076
5,không dấu,audio_mms_output,78.40972,40.616722
4,nặng,audio_espeak,86.65003,53.635117
0,sắc,audio_mms_output,-8.43911,42.145576
1,huyền,VieNEU-TTS,9.576105,84.07471
5,không dấu,audio_espeak,75.7649,-42.936928
5,không dấu,edge-tts_man,-24.598303,-40.731037
5,không dấu,VieNEU-TTS,-46.960243,67.73372
5,không dấu,audio_espeak,68.42964,2.7905846
5,không dấu,edge-tts_man,15.638883,-6.3832746
5,không dấu,edge-tts_woman,-22.061691,-85.68441
5,không dấu,audio_mms_output,13.181501,57.156536
5,không dấu,edge-tts_woman,-54.194904,-80.18175
5,không dấu,VieNEU-TTS,-40.192352,21.196724
5,không dấu,audio_espeak,61.195393,-30.552849
5,không dấu,edge-tts_man,-17.138205,-32.2626
5,không dấu,audio_espeak,75.0479,-3.924171
5,không dấu,audio_mms_output,-5.9573984,2.9420762
5,không dấu,VieNEU-TTS,-42.10756,57.69424
2,hỏi,edge-tts_man,-55.277298,-20.83599
5,không dấu,audio_mms_output,67.01283,69.08167
0,sắc,audio_mms_output,-19.205595,63.016117
5,không dấu,audio_mms_output,-7.989557,62.121292
5,không dấu,audio_mms_output,31.959713,31.922657
5,không dấu,edge-tts_man,1.7155043,-18.17388
0,sắc,audio_espeak,72.307755,39.263916
5,không dấu,VieNEU-TTS,68.47689,71.949104
5,không dấu,VieNEU-TTS,-25.705675,97.3661
5,không dấu,audio_espeak,88.2377,-50.667656
5,không dấu,audio_espeak,62.833187,-27.358374
5,không dấu,audio_espeak,72.04934,-31.681206
5,không dấu,VieNEU-TTS,-23.743244,35.960426
5,không dấu,audio_espeak,63.087215,-76.49539
5,không dấu,edge-tts_woman,22.351141,-82.7366
5,không dấu,audio_espeak,5.3138204,-34.82705
5,không dấu,edge-tts_woman,82.271126,34.634945
5,không dấu,VieNEU-TTS,-30.462551,97.319496
5,không dấu,audio_espeak,64.416916,-41.69979
5,không dấu,audio_espeak,73.131226,-52.790108
5,không dấu,VieNEU-TTS,-67.70149,25.55155
2,hỏi,audio_mms_output,-42.882664,25.509424
5,không dấu,VieNEU-TTS,-28.762383,20.748373
5,không dấu,VieNEU-TTS,61.09376,70.41597
1,huyền,VieNEU-TTS,16.41071,91.6454
5,không dấu,audio_espeak,86.68937,-35.111404
5,không dấu,edge-tts_woman,0.57688725,-80.520615
5,không dấu,VieNEU-TTS,-76.529366,22.932842
5,không dấu,edge-tts_woman,-24.085642,-92.73294
0,sắc,VieNEU-TTS,-0.08036355,38.95662
5,không dấu,edge-tts_man,-21.478455,-13.421105
5,không dấu,edge-tts_woman,16.32572,-73.04469
5,không dấu,edge-tts_man,-63.594624,-8.164012
5,không dấu,edge-tts_man,-30.504623,-10.745237
5,không dấu,VieNEU-TTS,3.8804224,34.032364
1,huyền,edge-tts_man,-14.643975,-16.918413
5,không dấu,VieNEU-TTS,30.775677,46.31057
5,không dấu,edge-tts_man,-71.646,-3.0085053
1,huyền,edge-tts_woman,43.569927,13.853357
5,không dấu,edge-tts_man,-90.084694,6.1916165
5,không dấu,edge-tts_man,-68.988365,-12.9168415
5,không dấu,VieNEU-TTS,7.7666054,63.33057
5,không dấu,edge-tts_man,1.7091631,-38.341778
5,không dấu,audio_espeak,76.431725,-49.415188
4,nặng,VieNEU-TTS,-18.29877,51.767555
1,huyền,VieNEU-TTS,1.1977122,57.296215
5,không dấu,VieNEU-TTS,-2.7065208,62.882004
5,không dấu,audio_espeak,94.48808,-19.32202
5,không dấu,VieNEU-TTS,-4.4128876,73.09807
5,không dấu,audio_espeak,45.75621,-55.425396
5,không dấu,audio_mms_output,-35.725132,57.872772
5,không dấu,edge-tts_woman,-55.96866,-73.6383
5,không dấu,edge-tts_woman,7.043058,-52.78642
5,không dấu,audio_espeak,44.52874,-17.02611
5,không dấu,edge-tts_man,31.09254,16.883976
5,không dấu,VieNEU-TTS,11.872555,46.402412
4,nặng,edge-tts_man,-14.742931,-39.82286
0,sắc,VieNEU-TTS,-8.211734,68.369774
5,không dấu,audio_espeak,59.07556,-54.886143
5,không dấu,audio_mms_output,-51.665863,45.073395
5,không dấu,edge-tts_man,-48.806087,-42.307682
2,hỏi,VieNEU-TTS,-8.899344,17.705633
5,không dấu,audio_mms_output,-24.979925,21.00298
1,huyền,audio_espeak,71.49893,49.734646
5,không dấu,VieNEU-TTS,-73.76917,25.939701
5,không dấu,VieNEU-TTS,-9.405054,37.763165
5,không dấu,audio_mms_output,-72.07175,42.456272
5,không dấu,audio_espeak,35.9393,-10.713755
5,không dấu,edge-tts_man,-27.448458,-12.365795
5,không dấu,edge-tts_woman,-2.3854938,-109.88742
4,nặng,audio_espeak,59.282196,15.286405
5,không dấu,VieNEU-TTS,-30.294662,42.91758
5,không dấu,edge-tts_woman,48.650932,12.159778
1,huyền,audio_mms_output,-26.969736,29.131527
5,không dấu,edge-tts_woman,9.072868,-74.61084
2,hỏi,audio_espeak,44.66054,4.755969
1,huyền,edge-tts_woman,-28.435865,-55.725334
5,không dấu,VieNEU-TTS,-8.110337,84.41932
4,nặng,audio_mms_output,-8.516119,88.907486
0,sắc,edge-tts_man,-3.2169216,-13.380929
5,không dấu,audio_mms_output,35.84273,46.673714
0,sắc,audio_mms_output,-8.051253,24.899931
5,không dấu,edge-tts_man,5.8035183,-8.600716
5,không dấu,audio_espeak,9.630336,-43.759705
5,không dấu,audio_mms_output,-28.025267,91.16264
5,không dấu,edge-tts_man,-78.241264,11.4276905
5,không dấu,edge-tts_woman,-13.291577,-109.394875
5,không dấu,edge-tts_man,46.845413,15.965525
0,sắc,audio_espeak,51.790024,-36.95088
2,hỏi,edge-tts_woman,-46.650875,-81.1671
5,không dấu,edge-tts_man,-84.00497,-14.538375
3,ngã,edge-tts_woman,-48.702698,-74.432785
5,không dấu,edge-tts_man,14.651404,-12.340803
5,không dấu,VieNEU-TTS,-22.32569,56.734764
4,nặng,audio_espeak,69.356026,49.493763
4,nặng,audio_espeak,32.33965,-51.80039
5,không dấu,VieNEU-TTS,-23.832453,17.161827
5,không dấu,VieNEU-TTS,-23.53758,62.642136
5,không dấu,edge-tts_man,-72.842735,-12.2863035
5,không dấu,VieNEU-TTS,-29.827103,38.686226
5,không dấu,edge-tts_woman,17.775728,-69.182846
4,nặng,VieNEU-TTS,-14.591785,46.5468
5,không dấu,VieNEU-TTS,-60.762627,25.928932
5,không dấu,VieNEU-TTS,-37.910347,71.94996
5,không dấu,edge-tts_man,-35.255474,-17.442759
5,không dấu,audio_espeak,54.941875,-6.5957303
5,không dấu,edge-tts_woman,-35.611023,-63.46512
5,không dấu,edge-tts_woman,1.6209549,-65.32889
5,không dấu,audio_espeak,41.26339,-71.01847
5,không dấu,audio_mms_output,-67.806335,36.230576
5,không dấu,VieNEU-TTS,44.68443,50.323643
5,không dấu,audio_mms_output,-4.022935,74.62983
5,không dấu,VieNEU-TTS,33.43834,59.911182
5,không dấu,audio_mms_output,-49.73085,48.176945
5,không dấu,audio_espeak,52.51649,64.46307
0,sắc,edge-tts_woman,12.970059,-55.310875
5,không dấu,edge-tts_man,-38.07814,-4.869978
5,không dấu,audio_espeak,54.495087,-64.67636
5,không dấu,VieNEU-TTS,-38.197903,5.21875
4,nặng,VieNEU-TTS,8.686783,36.71437
4,nặng,VieNEU-TTS,-11.390012,6.5873795
0,sắc,edge-tts_man,-26.908987,-43.2452
0,sắc,audio_mms_output,-19.91604,53.815342
5,không dấu,audio_mms_output,10.470944,82.88799
0,sắc,audio_mms_output,-15.0433445,66.207054
5,không dấu,audio_mms_output,-68.85361,50.008175
5,không dấu,audio_mms_output,-59.054214,39.918407
5,không dấu,audio_espeak,61.333836,-44.77273
0,sắc,edge-tts_man,-78.80645,-7.5161614
5,không dấu,VieNEU-TTS,59.24891,55.52722
5,không dấu,audio_espeak,64.676704,32.23461
5,không dấu,audio_mms_output,-21.190847,12.645499
5,không dấu,audio_mms_output,-54.261845,13.447092
5,không dấu,edge-tts_man,-15.164492,-33.904247
5,không dấu,edge-tts_man,-64.70597,-2.4195182
5,không dấu,audio_espeak,65.48979,17.350706
4,nặng,VieNEU-TTS,13.505279,29.486189
5,không dấu,VieNEU-TTS,2.1395302,33.49212
5,không dấu,audio_mms_output,-49.011078,61.213276
5,không dấu,edge-tts_woman,-4.0295,-110.16039
1,huyền,edge-tts_man,-41.18102,-32.32784
5,không dấu,edge-tts_man,10.522029,-19.581594
5,không dấu,VieNEU-TTS,-23.334982,58.20681
5,không dấu,audio_espeak,88.86983,-53.586273
1,huyền,audio_espeak,66.56848,10.081375
2,hỏi,edge-tts_man,-8.169741,-31.674047
4,nặng,VieNEU-TTS,-59.147274,56.18048
0,sắc,edge-tts_woman,76.765045,40.349995
5,không dấu,edge-tts_man,-66.58561,-16.872675
5,không dấu,edge-tts_man,-29.885387,-44.280064
5,không dấu,edge-tts_woman,-10.337863,-46.56043
5,không dấu,VieNEU-TTS,62.8769,54.978054
5,không dấu,edge-tts_woman,-7.9737744,-70.35854
5,không dấu,audio_mms_output,6.3428717,20.397701
5,không dấu,audio_espeak,70.8346,-29.002314
5,không dấu,edge-tts_man,-96.63905,0.2387558
0,sắc,VieNEU-TTS,-35.018307,88.82681
5,không dấu,edge-tts_man,-78.988945,-21.129496
5,không dấu,audio_espeak,67.372795,-11.911106
5,không dấu,edge-tts_woman,25.568594,-84.98057
5,không dấu,audio_espeak,75.90231,-27.077631
5,không dấu,VieNEU-TTS,9.5671425,50.323563
5,không dấu,audio_mms_output,-23.016415,44.74124
5,không dấu,edge-tts_man,-82.00155,-10.402501
5,không dấu,VieNEU-TTS,-77.07919,49.08933
5,không dấu,edge-tts_man,-74.47287,3.0977082
5,không dấu,VieNEU-TTS,-29.049295,25.140917
5,không dấu,audio_mms_output,30.591131,56.184803
1,huyền,VieNEU-TTS,-7.2180715,63.42426
4,nặng,edge-tts_woman,39.84691,16.090153
5,không dấu,VieNEU-TTS,-13.15766,69.44549
2,hỏi,edge-tts_woman,-43.76144,-76.11441
0,sắc,VieNEU-TTS,-9.112268,25.050838
5,không dấu,audio_mms_output,-68.07676,19.003218
0,sắc,VieNEU-TTS,-7.7688403,67.31481
2,hỏi,edge-tts_woman,-47.296726,-82.57223
2,hỏi,VieNEU-TTS,-9.035158,62.099667
5,không dấu,audio_espeak,65.59688,-23.276104
5,không dấu,audio_espeak,69.56696,36.014614
4,nặng,edge-tts_woman,82.70499,33.90399
4,nặng,audio_mms_output,-16.361635,86.120705
1,huyền,VieNEU-TTS,14.6978245,64.08467
5,không dấu,audio_espeak,77.12153,17.721325
5,không dấu,edge-tts_man,-52.291702,-44.365856
5,không dấu,edge-tts_woman,-18.602242,-60.08325
5,không dấu,audio_espeak,89.19647,-54.35007
5,không dấu,audio_mms_output,-19.228487,28.60052
0,sắc,audio_mms_output,-2.1680963,8.656177
2,hỏi,edge-tts_woman,-58.827,-62.116356
5,không dấu,audio_espeak,68.96859,36.4163
5,không dấu,audio_mms_output,-36.316605,78.39713
3,ngã,audio_mms_output,-6.349676,13.338473
5,không dấu,edge-tts_man,-68.31781,-38.37841
5,không dấu,audio_espeak,75.49425,-24.57194
5,không dấu,audio_espeak,44.296185,-29.3343
1,huyền,audio_mms_output,-13.81005,53.20091
5,không dấu,VieNEU-TTS,-69.28636,32.244915
5,không dấu,edge-tts_man,-18.61223,-22.081211
0,sắc,edge-tts_man,-20.918173,-48.719376
5,không dấu,audio_espeak,75.84414,-53.932133
5,không dấu,audio_espeak,51.32925,-42.07272
1,huyền,audio_mms_output,27.770067,-6.3580356
5,không dấu,VieNEU-TTS,11.853565,52.412178
5,không dấu,edge-tts_man,-75.54354,-8.908401
5,không dấu,edge-tts_woman,-21.72675,-66.13088
4,nặng,VieNEU-TTS,-1.8165692,22.472126
5,không dấu,audio_mms_output,33.30601,35.720306
5,không dấu,audio_espeak,74.638954,-46.09384
0,sắc,audio_espeak,36.43399,-9.617166
5,không dấu,edge-tts_woman,19.166565,-77.91614
5,không dấu,VieNEU-TTS,-9.448093,82.31266
0,sắc,audio_mms_output,-9.893373,69.493614
5,không dấu,audio_espeak,58.22339,-32.345375
3,ngã,edge-tts_woman,87.26891,49.782543
5,không dấu,edge-tts_man,-90.47234,-3.0363095
5,không dấu,edge-tts_woman,-47.2807,-66.66824
5,không dấu,edge-tts_man,3.8961127,-7.119574
5,không dấu,edge-tts_woman,9.41803,-90.32082
5,không dấu,edge-tts_man,-22.76912,-16.867603
4,nặng,edge-tts_man,82.7485,51.770313
5,không dấu,audio_espeak,92.8071,-38.13011
5,không dấu,audio_mms_output,7.4443707,76.32851
5,không dấu,edge-tts_woman,9.498663,-61.65777
4,nặng,audio_espeak,77.58292,52.068207
5,không dấu,edge-tts_man,-3.6362274,-8.327998
5,không dấu,VieNEU-TTS,59.013607,50.236076
5,không dấu,edge-tts_woman,-14.574009,-92.10294
0,sắc,edge-tts_woman,71.785385,28.286634
1,huyền,edge-tts_woman,-19.423761,-61.474167
5,không dấu,edge-tts_man,-71.19855,-12.603895
5,không dấu,VieNEU-TTS,-68.366035,32.54343
5,không dấu,audio_mms_output,-19.404642,41.26287
5,không dấu,edge-tts_woman,62.52622,27.024868
1,huyền,audio_espeak,32.443546,-32.22047
5,không dấu,VieNEU-TTS,7.297565,7.430081
0,sắc,VieNEU-TTS,-29.246288,73.78497
4,nặng,audio_mms_output,24.404238,13.46393
0,sắc,VieNEU-TTS,-54.13391,8.695088
5,không dấu,audio_mms_output,-27.233356,94.555885
5,không dấu,audio_espeak,86.29196,-17.400564
0,sắc,audio_mms_output,13.491043,53.142216
5,không dấu,VieNEU-TTS,-20.34026,-7.3803267
5,không dấu,edge-tts_man,-66.02918,-12.26161
5,không dấu,audio_mms_output,-33.081055,98.05566
5,không dấu,VieNEU-TTS,-28.842333,37.773994
5,không dấu,audio_espeak,60.324596,5.1468854
5,không dấu,audio_espeak,60.00987,-66.593025
5,không dấu,audio_espeak,61.561714,-55.439625
5,không dấu,edge-tts_man,-63.03689,-38.787632
0,sắc,audio_mms_output,-36.88676,21.318096
3,ngã,VieNEU-TTS,-39.13319,71.307045
5,không dấu,edge-tts_woman,-17.62895,-82.06969
5,không dấu,audio_espeak,42.60336,-43.32988
5,không dấu,edge-tts_man,-72.49744,-0.058868557
5,không dấu,audio_mms_output,-9.812897,82.35428
5,không dấu,audio_espeak,55.666317,-45.331764
5,không dấu,audio_mms_output,-11.261546,16.682936
5,không dấu,VieNEU-TTS,19.99314,41.01362
2,hỏi,VieNEU-TTS,-27.127846,36.753616
5,không dấu,edge-tts_woman,-22.559631,-106.40628
5,không dấu,edge-tts_man,-33.159916,-18.500153
5,không dấu,audio_espeak,89.62064,-21.749462
4,nặng,audio_mms_output,-17.55988,31.08258
5,không dấu,edge-tts_man,38.991863,18.100855
5,không dấu,audio_espeak,73.75611,-33.299534
5,không dấu,audio_mms_output,-2.2539065,20.546509
5,không dấu,VieNEU-TTS,36.14695,37.49183
5,không dấu,VieNEU-TTS,-0.9330177,50.422874
1,huyền,audio_espeak,89.80449,65.33327
5,không dấu,edge-tts_man,-15.7954855,-17.836676
5,không dấu,edge-tts_man,-81.59831,-12.5171
5,không dấu,edge-tts_woman,1.1468488,-78.63579
5,không dấu,edge-tts_woman,-21.138739,-66.00927
5,không dấu,VieNEU-TTS,-22.669476,92.57661
5,không dấu,audio_mms_output,9.368875,34.277782
5,không dấu,VieNEU-TTS,-20.5673,-7.5026665
5,không dấu,audio_espeak,68.901825,21.360619
5,không dấu,audio_mms_output,-8.293455,38.14579
5,không dấu,audio_mms_output,-63.450993,23.21278
2,hỏi,VieNEU-TTS,-29.760777,45.45112
5,không dấu,VieNEU-TTS,-4.749688,8.755238
3,ngã,VieNEU-TTS,21.55183,78.6065
5,không dấu,audio_mms_output,5.5733666,79.12141
5,không dấu,edge-tts_woman,-6.5674024,-101.36543
0,sắc,edge-tts_man,76.85186,38.866013
5,không dấu,edge-tts_woman,-45.825527,-64.73257
5,không dấu,edge-tts_man,-78.073395,-26.118355
0,sắc,audio_mms_output,-22.786762,-45.724274
5,không dấu,edge-tts_woman,-22.085875,-110.72283
4,nặng,VieNEU-TTS,7.4401574,18.725332
5,không dấu,audio_espeak,85.22584,62.555614
5,không dấu,edge-tts_man,-59.817425,-11.378015
5,không dấu,audio_espeak,47.008762,-66.283226
5,không dấu,edge-tts_woman,1.2132456,-87.62191
5,không dấu,VieNEU-TTS,-56.04605,40.299873
5,không dấu,edge-tts_man,12.532131,-23.720821
5,không dấu,VieNEU-TTS,-43.554295,51.698673
2,hỏi,edge-tts_man,-40.227528,-17.11853
5,không dấu,audio_espeak,60.844032,-24.6262
5,không dấu,edge-tts_woman,-21.156591,-66.04917
0,sắc,audio_espeak,70.706406,1.1530551
5,không dấu,edge-tts_woman,27.924208,-86.1372
5,không dấu,audio_espeak,81.93458,-28.094755
5,không dấu,edge-tts_woman,-7.2882013,-72.89384
1,huyền,edge-tts_man,-18.765232,-22.109829
5,không dấu,audio_espeak,61.347584,-0.6164485
5,không dấu,VieNEU-TTS,-56.241753,33.62953
5,không dấu,edge-tts_woman,-33.861565,-89.95659
5,không dấu,VieNEU-TTS,9.39742,78.07243
5,không dấu,audio_espeak,75.887,-8.420346
5,không dấu,edge-tts_woman,-19.685965,-79.69742
5,không dấu,audio_espeak,61.86206,-5.266524
3,ngã,edge-tts_woman,4.71283,-47.899975
1,huyền,edge-tts_man,-36.180653,-19.722057
5,không dấu,audio_espeak,79.00822,-24.034506
5,không dấu,edge-tts_man,61.479843,25.585695
5,không dấu,audio_espeak,33.51034,-48.32034
5,không dấu,audio_mms_output,-33.179848,15.146345
5,không dấu,VieNEU-TTS,-19.583412,98.38573
5,không dấu,VieNEU-TTS,0.014646587,12.271582
2,hỏi,VieNEU-TTS,-10.436472,80.08435
0,sắc,edge-tts_man,-20.044577,-32.9198
