tone_label,tone_name,tts_model,tsne_x,tsne_y
5,không dấu,audio_mms_output,21.803951,-28.548931
5,không dấu,edge-tts_woman,-88.08725,-7.3809633
5,không dấu,edge-tts_woman,-65.64781,38.588196
5,không dấu,audio_espeak,10.871085,89.84474
5,không dấu,audio_mms_output,36.910725,-71.44239
5,không dấu,VieNEU-TTS,-12.051684,-42.57105
0,sắc,edge-tts_man,63.931625,-12.4777565
5,không dấu,VieNEU-TTS,69.42881,-37.953533
5,không dấu,audio_mms_output,-28.364344,-94.256485
5,không dấu,audio_mms_output,53.692303,-67.7505
5,không dấu,audio_mms_output,-10.832579,-32.278942
5,không dấu,edge-tts_woman,78.02805,26.215445
0,sắc,VieNEU-TTS,-3.7752864,-88.11124
5,không dấu,edge-tts_man,-12.952772,2.7971709
5,không dấu,VieNEU-TTS,-43.083405,-32.462612
5,không dấu,edge-tts_woman,-45.277508,51.278496
5,không dấu,audio_mms_output,-10.484053,-17.219177
5,không dấu,edge-tts_man,-18.051105,15.733615
5,không dấu,VieNEU-TTS,26.466978,-88.33374
5,không dấu,audio_espeak,14.46519,98.104126
5,không dấu,audio_espeak,30.430565,48.682552
5,không dấu,edge-tts_man,-9.445185,7.168225
0,sắc,audio_mms_output,-13.499031,-91.12077
5,không dấu,audio_mms_output,19.530024,-49.75936
5,không dấu,VieNEU-TTS,54.72492,-50.990273
5,không dấu,edge-tts_woman,-74.41916,41.81214
5,không dấu,edge-tts_woman,-88.83973,38.80688
5,không dấu,edge-tts_woman,74.17261,21.746311
5,không dấu,edge-tts_man,-33.893196,15.943324
5,không dấu,audio_espeak,-72.44966,87.38094
5,không dấu,VieNEU-TTS,-34.447124,-38.389984
5,không dấu,audio_mms_output,-55.66598,-23.94247
5,không dấu,VieNEU-TTS,6.630425,-26.46437
5,không dấu,audio_mms_output,-14.518379,-61.979027
5,không dấu,VieNEU-TTS,-28.922052,-45.924145
5,không dấu,edge-tts_woman,-98.190025,35.3297
3,ngã,audio_espeak,46.89783,39.373653
5,không dấu,audio_espeak,48.080357,62.874954
0,sắc,edge-tts_man,-38.25979,42.65395
5,không dấu,edge-tts_man,-48.985382,13.298992
5,không dấu,audio_espeak,16.17297,58.98385
5,không dấu,VieNEU-TTS,74.78947,-67.71911
3,ngã,VieNEU-TTS,35.16101,-86.81923
5,không dấu,audio_mms_output,40.71362,-42.06196
5,không dấu,edge-tts_man,48.877968,23.4583
5,không dấu,edge-tts_woman,-95.27955,5.207909
5,không dấu,edge-tts_woman,83.14043,3.4031413
1,huyền,audio_mms_output,27.73608,-89.73702
4,nặng,edge-tts_woman,69.35601,35.558186
5,không dấu,VieNEU-TTS,71.51254,-77.39814
5,không dấu,VieNEU-TTS,-12.394082,-17.591238
5,không dấu,audio_mms_output,-0.3721282,-42.943565
5,không dấu,edge-tts_man,24.875366,-14.247687
5,không dấu,VieNEU-TTS,12.665601,-24.561253
5,không dấu,edge-tts_woman,-56.756615,35.93812
5,không dấu,VieNEU-TTS,45.693268,-73.92858
5,không dấu,audio_mms_output,-55.580685,-79.41947
0,sắc,edge-tts_woman,85.752174,-22.263529
4,nặng,audio_mms_output,-66.21129,-51.094406
5,không dấu,VieNEU-TTS,-17.86226,-71.03068
5,không dấu,edge-tts_man,-39.17598,25.661324
5,không dấu,edge-tts_man,-16.078537,33.48439
5,không dấu,VieNEU-TTS,-52.20644,-44.116093
5,không dấu,audio_espeak,28.355211,51.894768
5,không dấu,VieNEU-TTS,5.2956643,-14.249036
5,không dấu,edge-tts_woman,-67.43467,45.495346
4,nặng,edge-tts_man,51.45829,-30.078218
0,sắc,edge-tts_man,52.332104,-20.923693
5,không dấu,VieNEU-TTS,-60.711025,-15.214709
5,không dấu,edge-tts_woman,86.82948,0.5295603
5,không dấu,audio_mms_output,-21.304396,-18.36187
5,không dấu,edge-tts_man,-37.212494,47.89744
5,không dấu,edge-tts_woman,-98.86653,-6.4595823
3,ngã,audio_mms_output,13.173595,-21.834175
0,sắc,audio_mms_output,-32.242916,-54.575527
5,không dấu,edge-tts_man,-8.122377,15.446711
0,sắc,audio_espeak,51.89482,61.107037
1,huyền,edge-tts_woman,80.5111,32.843067
5,không dấu,edge-tts_man,50.882465,23.713457
5,không dấu,audio_espeak,2.8382926,88.522354
5,không dấu,audio_espeak,-23.984426,75.71362
5,không dấu,audio_espeak,30.310274,48.14094
0,sắc,edge-tts_woman,71.447945,11.689559
5,không dấu,audio_espeak,12.346684,73.61346
5,không dấu,audio_mms_output,-48.464138,-49.0574
5,không dấu,VieNEU-TTS,-11.362412,-13.61783
5,không dấu,audio_mms_output,19.339289,-91.646164
5,không dấu,audio_espeak,-22.571068,76.26588
4,nặng,edge-tts_man,39.01459,6.8853693
5,không dấu,VieNEU-TTS,-28.560802,-36.642
3,ngã,audio_mms_output,-8.902129,-96.03797
5,không dấu,edge-tts_man,-9.774944,28.031683
4,nặng,edge-tts_man,43.708107,5.335347
5,không dấu,VieNEU-TTS,76.89427,-51.02595
5,không dấu,edge-tts_woman,100.87275,0.44692874
5,không dấu,audio_mms_output,28.849716,-41.113342
4,nặng,audio_mms_output,4.322877,-84.3516
5,không dấu,edge-tts_woman,-90.49777,47.138584
5,không dấu,audio_espeak,15.048036,66.09379
5,không dấu,edge-tts_man,-28.30116,47.06303
5,không dấu,edge-tts_woman,-78.56688,32.150707
1,huyền,edge-tts_man,37.925873,-4.8756375
5,không dấu,edge-tts_man,6.006238,-1.8226581
5,không dấu,VieNEU-TTS,26.575392,-44.481487
5,không dấu,edge-tts_woman,95.73365,34.440536
5,không dấu,edge-tts_man,47.920288,4.2073174
5,không dấu,audio_mms_output,-54.7177,-51.877674
5,không dấu,edge-tts_man,-6.475518,25.926931
1,huyền,audio_espeak,1.8585943,109.497635
5,không dấu,audio_mms_output,9.220944,-92.22505
0,sắc,audio_mms_output,-37.76943,-78.53849
5,không dấu,edge-tts_woman,-69.13873,27.17996
0,sắc,VieNEU-TTS,-34.82054,-79.89643
4,nặng,audio_mms_output,7.1597075,-94.31077
5,không dấu,edge-tts_woman,-88.24289,-12.49669
5,không dấu,edge-tts_woman,80.2894,47.45013
4,nặng,audio_mms_output,-0.49826196,-71.418625
5,không dấu,audio_espeak,-10.581749,56.765274
5,không dấu,audio_espeak,5.521166,85.609886
5,không dấu,VieNEU-TTS,49.072872,-46.203983
4,nặng,edge-tts_man,40.136578,27.90075
5,không dấu,VieNEU-TTS,-76.52726,-37.297188
5,không dấu,audio_mms_output,14.451375,-88.819244
5,không dấu,audio_mms_output,-67.12908,-13.771388
4,nặng,audio_mms_output,30.712765,-65.98778
5,không dấu,edge-tts_man,-22.49063,35.6149
5,không dấu,edge-tts_man,-8.656164,8.228343
5,không dấu,audio_mms_output,-12.926724,-84.5693
5,không dấu,edge-tts_man,26.989756,-11.75548
5,không dấu,VieNEU-TTS,25.847563,-53.941185
2,hỏi,VieNEU-TTS,16.106651,-46.402954
5,không dấu,audio_mms_output,73.79766,-53.832573
5,không dấu,edge-tts_woman,-95.33642,34.97876
5,không dấu,edge-tts_man,30.527874,-6.5065837
1,huyền,edge-tts_man,47.734936,-5.572235
1,huyền,edge-tts_man,56.817955,-29.931673
1,huyền,audio_espeak,49.107136,71.02537
5,không dấu,edge-tts_woman,106.99361,30.740217
5,không dấu,edge-tts_man,-23.275642,13.920267
5,không dấu,VieNEU-TTS,-3.4707553,-55.260334
5,không dấu,edge-tts_man,41.599297,-22.760677
2,hỏi,edge-tts_man,54.506653,4.177873
5,không dấu,edge-tts_woman,-94.432495,-9.330364
5,không dấu,edge-tts_man,26.891335,15.271361
5,không dấu,edge-tts_woman,-70.40549,18.006407
5,không dấu,audio_espeak,41.233482,67.630295
3,ngã,audio_espeak,52.928272,63.98458
5,không dấu,VieNEU-TTS,71.06932,-79.3432
5,không dấu,audio_mms_output,83.34363,-51.95105
5,không dấu,VieNEU-TTS,47.29402,-58.286835
2,hỏi,audio_espeak,18.018631,91.401474
5,không dấu,edge-tts_woman,76.69633,14.568416
5,không dấu,audio_espeak,-4.971639,77.80127
5,không dấu,edge-tts_man,-0.7439844,24.685352
5,không dấu,edge-tts_man,45.41118,23.831352
5,không dấu,VieNEU-TTS,-17.936687,-90.787094
5,không dấu,audio_mms_output,40.752186,-43.644836
5,không dấu,edge-tts_man,-17.700245,37.98694
5,không dấu,audio_mms_output,67.83301,-40.219543
5,không dấu,VieNEU-TTS,14.772094,-18.99491
5,không dấu,audio_mms_output,-17.926104,-45.19852
5,không dấu,audio_espeak,-54.3148,70.64788
5,không dấu,VieNEU-TTS,69.63024,-79.44412
5,không dấu,audio_mms_output,-11.5816,-102.0754
5,không dấu,VieNEU-TTS,-59.787064,-9.346283
0,sắc,audio_mms_output,-70.42337,-62.499485
5,không dấu,edge-tts_man,-23.267733,18.48349
5,không dấu,edge-tts_man,27.608105,13.997007
1,huyền,audio_mms_output,40.919853,-40.582012
5,không dấu,audio_espeak,-3.6740713,95.42871
5,không dấu,VieNEU-TTS,-2.643412,-45.600674
5,không dấu,VieNEU-TTS,-66.84067,-67.027824
0,sắc,VieNEU-TTS,-61.927254,-60.49529
5,không dấu,VieNEU-TTS,17.68222,-22.485733
4,nặng,VieNEU-TTS,27.71181,-34.178547
5,không dấu,VieNEU-TTS,70.30952,-74.680786
5,không dấu,audio_mms_output,-67.55991,-34.436905
5,không dấu,audio_mms_output,64.776855,-46.728992
5,không dấu,edge-tts_woman,-77.60549,14.360659
5,không dấu,VieNEU-TTS,13.96294,-21.720736
4,nặng,VieNEU-TTS,-27.000597,-80.58574
5,không dấu,VieNEU-TTS,51.863426,-77.28078
5,không dấu,edge-tts_man,4.7527256,-1.9564073
5,không dấu,edge-tts_man,-23.757238,14.211849
4,nặng,edge-tts_man,20.192827,-5.939839
5,không dấu,edge-tts_man,20.213451,-10.754258
5,không dấu,audio_espeak,35.200607,89.563545
0,sắc,audio_mms_output,-11.940213,-81.31417
5,không dấu,audio_espeak,58.861374,40.487335
5,không dấu,VieNEU-TTS,-11.206044,-101.9524
5,không dấu,audio_espeak,-0.4011508,68.34865
5,không dấu,audio_mms_output,87.45391,-48.258335
5,không dấu,audio_espeak,17.961931,73.28073
1,huyền,audio_espeak,20.837755,37.570248
5,không dấu,audio_espeak,-52.822567,70.554344
0,sắc,VieNEU-TTS,-17.415142,-91.20212
0,sắc,VieNEU-TTS,2.8647153,-80.62709
5,không dấu,edge-tts_man,-3.6695075,7.665478
5,không dấu,edge-tts_man,13.638306,27.148687
5,không dấu,edge-tts_woman,-101.05352,30.355879
5,không dấu,audio_espeak,16.713568,55.845734
5,không dấu,edge-tts_man,-31.62042,4.9304714
5,không dấu,VieNEU-TTS,-35.092148,-8.861043
5,không dấu,audio_mms_output,52.4945,-75.35968
5,không dấu,audio_espeak,6.5183063,90.40661
5,không dấu,audio_espeak,38.1735,81.693504
5,không dấu,audio_mms_output,10.318132,-81.00788
5,không dấu,edge-tts_woman,-63.559998,40.33823
5,không dấu,VieNEU-TTS,18.15135,-48.4633
5,không dấu,edge-tts_man,-43.297592,17.175386
5,không dấu,audio_mms_output,-23.278965,-33.338978
5,không dấu,edge-tts_man,-13.754436,11.11546
5,không dấu,edge-tts_man,-41.273567,41.206577
5,không dấu,audio_espeak,8.448193,63.121925
5,không dấu,audio_espeak,-38.53447,86.40084
0,sắc,edge-tts_woman,93.47637,1.5957155
5,không dấu,edge-tts_man,-29.177261,11.638164
5,không dấu,edge-tts_woman,86.08348,14.936932
5,không dấu,audio_espeak,18.477968,75.650475
5,không dấu,edge-tts_man,-31.725527,6.0251794
5,không dấu,audio_espeak,-8.690701,52.50699
5,không dấu,VieNEU-TTS,2.5759609,-76.50175
5,không dấu,audio_mms_output,-60.029808,-63.759815
5,không dấu,VieNEU-TTS,-30.039213,-30.055729
5,không dấu,VieNEU-TTS,-13.938985,-67.87656
5,không dấu,audio_mms_output,45.20111,-42.0732
5,không dấu,audio_espeak,-55.86704,79.56926
5,không dấu,edge-tts_woman,-96.68341,30.656366
5,không dấu,edge-tts_woman,-78.37029,45.448044
5,không dấu,VieNEU-TTS,-32.634155,-63.94293
5,không dấu,edge-tts_man,-42.7353,39.234165
0,sắc,edge-tts_woman,87.85241,-25.323044
5,không dấu,audio_espeak,-27.947649,66.66943
5,không dấu,edge-tts_man,-0.065090634,12.643552
5,không dấu,audio_mms_output,-27.940626,-9.491523
5,không dấu,audio_mms_output,-53.821274,-78.645615
5,không dấu,VieNEU-TTS,-22.983028,-36.72648
5,không dấu,edge-tts_man,-30.364716,6.6273265
1,huyền,audio_espeak,47.216007,41.057053
4,nặng,edge-tts_man,34.606926,21.498142
1,huyền,audio_espeak,-0.80630714,107.33771
5,không dấu,edge-tts_man,-15.7243805,22.523235
5,không dấu,audio_espeak,-14.4099245,78.987274
5,không dấu,audio_mms_output,11.847206,-78.49752
5,không dấu,audio_espeak,15.532188,52.000977
0,sắc,audio_espeak,29.85066,99.21426
5,không dấu,edge-tts_man,-19.242262,7.923554
5,không dấu,audio_mms_output,-10.577076,-54.12411
5,không dấu,edge-tts_woman,-66.64173,25.074078
5,không dấu,edge-tts_woman,-96.20414,-0.9126678
0,sắc,edge-tts_man,50.265835,6.3891263
5,không dấu,audio_mms_output,43.514442,-56.09505
5,không dấu,edge-tts_woman,-53.506195,45.674618
4,nặng,edge-tts_woman,104.95142,9.36038
5,không dấu,VieNEU-TTS,-44.65815,-75.791824
5,không dấu,audio_espeak,25.67184,90.935234
5,không dấu,audio_espeak,8.916442,82.47051
5,không dấu,VieNEU-TTS,-51.498756,1.6764103
5,không dấu,audio_espeak,23.02603,40.54798
5,không dấu,audio_mms_output,42.942284,-84.56347
5,không dấu,edge-tts_man,-20.617924,32.545815
5,không dấu,audio_mms_output,-4.610035,-81.301765
5,không dấu,VieNEU-TTS,-64.61137,-53.423367
0,sắc,edge-tts_woman,69.23409,9.738059
0,sắc,audio_mms_output,32.087494,-90.65053
5,không dấu,edge-tts_woman,-81.78312,42.127747
0,sắc,edge-tts_man,29.229862,-14.320091
5,không dấu,audio_mms_output,-32.078533,-33.17959
5,không dấu,edge-tts_man,-29.891497,36.56518
5,không dấu,edge-tts_man,-14.059016,35.185276
0,sắc,VieNEU-TTS,-36.37753,-52.21653
0,sắc,audio_mms_output,-60.95044,-71.81386
5,không dấu,audio_espeak,-73.24489,80.73767
5,không dấu,edge-tts_woman,83.30588,-8.98501
1,huyền,audio_mms_output,-5.1903176,-63.961494
5,không dấu,edge-tts_man,-26.739765,39.601566
5,không dấu,edge-tts_woman,86.67546,-16.511667
5,không dấu,audio_mms_output,-40.306488,-76.89711
5,không dấu,edge-tts_man,52.198563,18.901382
5,không dấu,VieNEU-TTS,-48.111187,-1.7396322
5,không dấu,audio_mms_output,74.02647,-50.667362
5,không dấu,audio_mms_output,73.35455,-49.20154
5,không dấu,audio_espeak,-58.596077,79.80758
5,không dấu,VieNEU-TTS,20.36325,-82.66889
0,sắc,audio_espeak,67.90101,64.693596
5,không dấu,edge-tts_woman,-91.69738,-9.911019
5,không dấu,VieNEU-TTS,-42.53226,-91.90028
5,không dấu,edge-tts_man,-44.255608,17.096811
5,không dấu,edge-tts_woman,85.63464,-9.6559105
0,sắc,audio_mms_output,-10.372152,-88.76929
5,không dấu,edge-tts_man,40.00836,-24.271782
5,không dấu,edge-tts_man,7.2430944,-5.9209075
5,không dấu,audio_mms_output,39.77101,-77.57543
2,hỏi,edge-tts_woman,90.48742,19.543827
5,không dấu,edge-tts_woman,-75.94086,1.8570485
5,không dấu,edge-tts_woman,-82.45513,1.70415
5,không dấu,audio_espeak,-27.68545,68.829956
0,sắc,audio_mms_output,-41.796032,-64.51517
5,không dấu,audio_mms_output,0.25311753,-90.37998
5,không dấu,audio_mms_output,77.34975,-50.789963
5,không dấu,VieNEU-TTS,45.802162,-62.828777
4,nặng,VieNEU-TTS,-35.6321,-81.37626
5,không dấu,audio_mms_output,30.532778,-66.987946
5,không dấu,audio_espeak,-1.7303813,57.13328
5,không dấu,VieNEU-TTS,-80.09697,-36.939762
5,không dấu,edge-tts_woman,-73.09868,17.442965
5,không dấu,VieNEU-TTS,-79.376,-33.95241
4,nặng,VieNEU-TTS,23.267347,-69.21444
5,không dấu,audio_mms_output,-45.86107,-68.60447
5,không dấu,edge-tts_woman,-70.093475,4.892992
0,sắc,audio_mms_output,14.834286,-77.68956
5,không dấu,VieNEU-TTS,8.434592,-80.68101
0,sắc,edge-tts_man,40.460552,23.960884
1,huyền,audio_espeak,46.003296,38.935276
5,không dấu,VieNEU-TTS,-22.428495,-82.876724
5,không dấu,VieNEU-TTS,-35.32607,-34.962067
5,không dấu,audio_mms_output,-29.287743,-47.10856
0,sắc,VieNEU-TTS,-58.74527,-74.61852
4,nặng,audio_espeak,30.239397,65.08402
5,không dấu,VieNEU-TTS,30.216099,-63.31125
1,huyền,audio_espeak,45.0534,92.05161
5,không dấu,VieNEU-TTS,-32.947437,-39.316074
5,không dấu,VieNEU-TTS,43.132423,-54.432396
5,không dấu,edge-tts_woman,-63.83923,45.189007
5,không dấu,edge-tts_man,42.7783,8.5668335
5,không dấu,edge-tts_woman,-82.3196,34.727924
4,nặng,edge-tts_man,50.01805,-19.171015
5,không dấu,VieNEU-TTS,-67.77429,-60.570095
5,không dấu,audio_mms_output,-18.80811,-58.877094
0,sắc,audio_espeak,75.693825,65.00042
5,không dấu,audio_mms_output,-54.04585,-18.491558
5,không dấu,VieNEU-TTS,-70.62958,-40.514538
5,không dấu,audio_espeak,12.824492,88.75672
5,không dấu,VieNEU-TTS,33.71065,-79.827255
5,không dấu,VieNEU-TTS,36.843037,-54.94502
5,không dấu,audio_mms_output,24.727188,-34.414577
5,không dấu,audio_mms_output,-24.75121,-65.989395
1,huyền,audio_mms_output,-55.989483,-57.118114
5,không dấu,edge-tts_woman,78.46078,18.663551
5,không dấu,audio_mms_output,-53.284206,-8.930153
5,không dấu,audio_espeak,-3.2582517,79.26824
5,không dấu,audio_espeak,45.397785,83.918655
5,không dấu,edge-tts_man,-26.975277,18.478733
1,huyền,audio_espeak,55.65275,57.278614
0,sắc,edge-tts_man,33.98586,27.694925
1,huyền,edge-tts_woman,98.594025,29.714203
5,không dấu,audio_mms_output,-14.13454,-44.90223
2,hỏi,VieNEU-TTS,-38.47897,-81.06988
5,không dấu,VieNEU-TTS,20.609753,-46.83563
2,hỏi,VieNEU-TTS,54.516792,-74.44239
5,không dấu,audio_mms_output,-46.51646,-60.267586
5,không dấu,edge-tts_man,4.8520117,12.326575
5,không dấu,edge-tts_woman,91.616104,-29.141895
5,không dấu,VieNEU-TTS,-61.585594,-69.21964
0,sắc,audio_mms_output,-32.30346,-87.18125
5,không dấu,edge-tts_woman,94.05528,-9.331671
5,không dấu,VieNEU-TTS,-56.951385,-59.184944
4,nặng,edge-tts_woman,79.530045,-26.924164
5,không dấu,edge-tts_woman,67.83075,7.945431
5,không dấu,audio_mms_output,24.5717,-57.005352
5,không dấu,edge-tts_woman,-76.3909,9.710169
0,sắc,audio_espeak,26.61001,58.17895
5,không dấu,edge-tts_woman,-54.24355,43.781845
5,không dấu,VieNEU-TTS,-7.610222,-42.120323
5,không dấu,VieNEU-TTS,-51.632683,7.5547047
5,không dấu,edge-tts_woman,-68.35213,34.182262
1,huyền,edge-tts_woman,81.9883,31.035845
1,huyền,edge-tts_woman,69.062805,37.322365
5,không dấu,audio_espeak,68.055016,64.57238
5,không dấu,VieNEU-TTS,51.477257,-70.92888
5,không dấu,audio_espeak,-9.388078,81.45631
5,không dấu,edge-tts_woman,-71.94035,-0.6122247
5,không dấu,edge-tts_man,2.16324,20.157703
5,không dấu,edge-tts_man,-1.2551169,9.28463
5,không dấu,edge-tts_woman,-104.89309,-5.3636603
5,không dấu,audio_espeak,19.767181,59.912464
5,không dấu,VieNEU-TTS,-11.38512,-51.694202
5,không dấu,audio_espeak,-58.173717,87.85418
5,không dấu,VieNEU-TTS,45.524734,-48.254974
5,không dấu,VieNEU-TTS,2.0449147,-43.09615
5,không dấu,VieNEU-TTS,-20.341467,-93.67328
5,không dấu,edge-tts_woman,-60.821514,33.489044
2,hỏi,edge-tts_man,45.197132,30.116016
5,không dấu,audio_espeak,7.139929,72.00867
5,không dấu,edge-tts_woman,67.317314,15.519306
5,không dấu,edge-tts_man,41.250996,27.051613
1,huyền,edge-tts_man,35.30697,21.587404
0,sắc,VieNEU-TTS,0.54450375,-36.469067
4,nặng,edge-tts_woman,94.26457,-11.557343
5,không dấu,edge-tts_man,-25.074009,43.28067
2,hỏi,edge-tts_woman,102.214935,33.17702
5,không dấu,edge-tts_woman,97.76401,7.3220315
5,không dấu,audio_mms_output,-34.776787,77.902855
5,không dấu,audio_espeak,24.098629,94.13717
5,không dấu,audio_espeak,9.141375,54.084614
0,sắc,audio_espeak,50.50728,78.39826
5,không dấu,VieNEU-TTS,0.054117046,-46.285965
5,không dấu,audio_mms_output,-52.276146,-62.00831
5,không dấu,audio_mms_output,10.497406,-73.888985
4,nặng,audio_espeak,-15.402668,89.96975
0,sắc,audio_espeak,65.58907,83.17178
5,không dấu,audio_mms_output,-78.2709,-36.504574
5,không dấu,edge-tts_man,-27.23004,18.288969
5,không dấu,VieNEU-TTS,-7.179251,-95.476
5,không dấu,VieNEU-TTS,8.743988,-53.983818
1,huyền,audio_mms_output,-70.269806,-47.858128
4,nặng,edge-tts_man,47.219517,-29.719736
5,không dấu,VieNEU-TTS,-72.74342,-29.554571
5,không dấu,edge-tts_man,17.6086,4.6152163
5,không dấu,audio_espeak,-61.231052,72.75043
5,không dấu,audio_espeak,-2.7439966,79.70261
5,không dấu,edge-tts_man,-42.102356,40.698627
5,không dấu,audio_mms_output,24.436787,-33.71418
5,không dấu,edge-tts_woman,-78.230064,45.05019
5,không dấu,edge-tts_man,5.9534893,0.7714538
2,hỏi,audio_espeak,36.539894,91.15925
0,sắc,audio_espeak,59.69462,81.07343
5,không dấu,edge-tts_man,4.232763,19.788465
5,không dấu,edge-tts_woman,65.002525,21.634304
5,không dấu,audio_mms_output,0.52151376,-44.439495
2,hỏi,edge-tts_man,13.682001,26.308376
1,huyền,edge-tts_man,52.329075,19.144552
5,không dấu,VieNEU-TTS,14.825727,-47.8752
5,không dấu,VieNEU-TTS,-57.287487,-14.16191
5,không dấu,VieNEU-TTS,18.552345,-34.161266
5,không dấu,edge-tts_man,-25.21462,44.11786
5,không dấu,edge-tts_man,52.353966,-16.739943
5,không dấu,VieNEU-TTS,-10.3551445,-26.9512
5,không dấu,audio_mms_output,-49.871353,-3.3045573
5,không dấu,audio_mms_output,-9.08658,-22.57095
1,huyền,edge-tts_woman,72.2348,34.26789
5,không dấu,audio_espeak,-6.0913844,105.08707
5,không dấu,edge-tts_woman,-55.756447,40.416702
5,không dấu,edge-tts_man,43.819996,-13.406312
5,không dấu,edge-tts_woman,-67.14347,9.161234
5,không dấu,audio_mms_output,-58.19914,2.8126416
5,không dấu,audio_mms_output,-18.61484,-52.881947
5,không dấu,VieNEU-TTS,-13.003119,-86.94869
4,nặng,edge-tts_man,45.531746,19.504644
5,không dấu,VieNEU-TTS,-11.744328,-14.6743965
5,không dấu,VieNEU-TTS,-39.454063,-77.97882
5,không dấu,edge-tts_woman,-94.267456,-1.4206302
5,không dấu,edge-tts_man,43.774933,-18.651564
5,không dấu,edge-tts_woman,-88.574554,5.2461433
5,không dấu,audio_mms_output,-39.629684,-34.06448
0,sắc,VieNEU-TTS,-46.856552,-50.617985
0,sắc,edge-tts_woman,87.42479,-27.046934
5,không dấu,edge-tts_woman,-64.52445,47.183018
0,sắc,audio_mms_output,-15.619848,-95.40965
5,không dấu,VieNEU-TTS,-11.1064415,-57.536938
5,không dấu,VieNEU-TTS,79.95236,-76.44836
0,sắc,audio_espeak,42.990437,92.48114
5,không dấu,audio_mms_output,53.299213,-78.80656
5,không dấu,VieNEU-TTS,-40.999123,-71.39378
5,không dấu,VieNEU-TTS,-42.110035,-15.001247
5,không dấu,audio_espeak,28.581282,88.68989
5,không dấu,audio_mms_output,15.158418,-21.316202
5,không dấu,VieNEU-TTS,12.233451,-51.15114
5,không dấu,audio_espeak,-1.1265395,97.56688
5,không dấu,audio_espeak,-43.48138,71.988075
5,không dấu,edge-tts_woman,-88.36868,54.19778
5,không dấu,audio_mms_output,9.072617,-99.110504
5,không dấu,edge-tts_man,-32.08532,17.256937
5,không dấu,edge-tts_woman,-99.299644,24.772654
